stream_address_hex,stream_address_dec,chip,chip_offset_hex,frames,duration_seconds,header_hex,source_reachable,source_commands,triple_sound_indices
0x0B1566,726374,wwf.2,0xB1566,386,2.964480,941410101050505050FFFFFFFFFFFFFF,True,1620,295
0x0B47D4,739284,wwf.2,0xB47D4,86,0.660480,941410101050505050FFFFFFFFFFFFFF,True,1624,296
0x0B5594,742804,wwf.2,0xB5594,30,0.230400,941410101050505050FFFFFFFFFFFFFF,True,1628,297
0x0B5C06,744454,wwf.2,0xB5C06,252,1.935360,941410101050505050FFFFFFFFFFFFFF,True,1632,298
0x0B8D7C,757116,wwf.2,0xB8D7C,56,0.430080,941410101050505050FFFFFFFFFFFFFF,True,1632,298
0x0B98B4,759988,wwf.2,0xB98B4,35,0.268800,941410101050505050FFFFFFFFFFFFFF,True,1636,299
0x0B9DB2,761266,wwf.2,0xB9DB2,15,0.115200,941410101050505050FFFFFFFFFFFFFF,True,1612,293
0x0B9FEA,761834,wwf.2,0xB9FEA,504,3.870720,941410101050505050FFFFFFFFFFFFFF,True,1604,291
0x0BED94,781716,wwf.2,0xBED94,167,1.282560,941410101050505050FFFFFFFFFFFFFF,True,1600,290
0x0C0926,788774,wwf.2,0xC0926,136,1.044480,941410101050505050FFFFFFFFFFFFFF,True,1608,292
0x0C21CE,795086,wwf.2,0xC21CE,120,0.921600,8C0C0808080808080808084848FFFFFF,True,236,01F 033
0x0C4076,802934,wwf.2,0xC4076,224,1.720320,90900C0C0C0C0C0C0C4C4CFFFFFFFFFF,False,,
0x0C7F90,819088,wwf.2,0xC7F90,307,2.357760,90900C0C0C0C0C0C0C4C4CFFFFFFFFFF,False,,
0x0CD57C,841084,wwf.2,0xCD57C,224,1.720320,90900C0C0C0C0C0C0C4C4CFFFFFFFFFF,False,,
0x0D13A8,857000,wwf.2,0xD13A8,505,3.878400,8A8A0A0A0A0606060606060606060606,True,232,01E 0A8
0x0DF734,915252,wwf.2,0xDF734,480,3.686400,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0E7D2C,949548,wwf.2,0xE7D2C,240,1.843200,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0EBCC6,965830,wwf.2,0xEBCC6,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0EDD6A,974186,wwf.2,0xEDD6A,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0EFE68,982632,wwf.2,0xEFE68,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0F2062,991330,wwf.2,0xF2062,167,1.282560,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x0F4D0A,1002762,wwf.2,0xF4D0A,53,0.407040,909010101050504C4C4C4C4C4CFFFFFF,True,1188,0D0
0x0F5B6C,1006444,wwf.2,0xF5B6C,146,1.121280,8C0C0808080808080808084848FFFFFF,True,1192,0D1
0x10000E,1048590,wwf.3,0x0000E,214,1.643520,9494145454545450505050FFFFFFFFFF,True,324,0CD
0x101B88,1055624,wwf.3,0x01B88,158,1.213440,98981858585454FFFFFFFFFFFFFFFFFF,True,1196,082
0x102A0A,1059338,wwf.3,0x02A0A,86,0.660480,98981858585454FFFFFFFFFFFFFFFFFF,True,932,06E
0x10315A,1061210,wwf.3,0x0315A,558,4.285440,94941414145050505050505050FFFFFF,True,1268,0A3
0x1095C0,1086912,wwf.3,0x095C0,105,0.806400,98981858585454FFFFFFFFFFFFFFFFFF,True,4876,249
0x109F44,1089348,wwf.3,0x09F44,152,1.167360,98981858585454FFFFFFFFFFFFFFFFFF,True,4864,246
0x10AE1E,1093150,wwf.3,0x0AE1E,166,1.274880,98981858585454FFFFFFFFFFFFFFFFFF,True,4984,264
0x10BE4C,1097292,wwf.3,0x0BE4C,132,1.013760,98981858585454FFFFFFFFFFFFFFFFFF,True,4992,266
0x10CC4A,1100874,wwf.3,0x0CC4A,70,0.537600,98981858585454FFFFFFFFFFFFFFFFFF,True,4888,24C
0x10D3FC,1102844,wwf.3,0x0D3FC,72,0.552960,98981858585454FFFFFFFFFFFFFFFFFF,True,4952,25C
0x10DB54,1104724,wwf.3,0x0DB54,69,0.529920,98981858585454FFFFFFFFFFFFFFFFFF,True,4912,252
0x10E280,1106560,wwf.3,0x0E280,79,0.606720,98981858585454FFFFFFFFFFFFFFFFFF,True,4928,256
0x10EA68,1108584,wwf.3,0x0EA68,102,0.783360,98981858585454FFFFFFFFFFFFFFFFFF,True,4896,24E
0x10F558,1111384,wwf.3,0x0F558,100,0.768000,98981858585454FFFFFFFFFFFFFFFFFF,True,4824 4948,23C 25B
0x10FEC0,1113792,wwf.3,0x0FEC0,108,0.829440,98981858585454FFFFFFFFFFFFFFFFFF,True,4964,25F
0x110A82,1116802,wwf.3,0x10A82,778,5.975040,969616565652525252FFFFFFFFFFFFFF,False,,
0x11778C,1144716,wwf.3,0x1778C,140,1.075200,969616565652525252FFFFFFFFFFFFFF,False,,
0x118B68,1149800,wwf.3,0x18B68,110,0.844800,9494145454545450505050FFFFFFFFFF,True,344,0B4
0x119AB6,1153718,wwf.3,0x19AB6,509,3.909120,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x11CE86,1166982,wwf.3,0x1CE86,125,0.960000,909010101050504C4C4C4C4C4CFFFFFF,True,1512,049
0x11EAEE,1174254,wwf.3,0x1EAEE,654,5.022720,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x122DFC,1191420,wwf.3,0x22DFC,115,0.883200,96961656565252FFFFFFFFFFFFFFFFFF,True,1081 1084 1087,092 093 094
0x123AAA,1194666,wwf.3,0x23AAA,189,1.451520,909010101010104C4C4C4CFFFFFFFFFF,True,1444,045
0x125F64,1204068,wwf.3,0x25F64,94,0.721920,96961656565252FFFFFFFFFFFFFFFFFF,True,1124 1128,073 074
0x12695C,1206620,wwf.3,0x2695C,159,1.221120,98981858585454FFFFFFFFFFFFFFFFFF,True,4672 4676,229 22A
0x1279B2,1210802,wwf.3,0x279B2,334,2.565120,96961656565252FFFFFFFFFFFFFFFFFF,True,544 548,055 056
0x129766,1218406,wwf.3,0x29766,175,1.344000,98981858585454FFFFFFFFFFFFFFFFFF,True,4648,223
0x12A9B0,1223088,wwf.3,0x2A9B0,129,0.990720,98981858585454FFFFFFFFFFFFFFFFFF,True,4692,22E
0x12B744,1226564,wwf.3,0x2B744,138,1.059840,98981858585454FFFFFFFFFFFFFFFFFF,True,4696,22F
0x12C53A,1230138,wwf.3,0x2C53A,245,1.881600,98981858585454FFFFFFFFFFFFFFFFFF,True,4564,20E
0x12DF3A,1236794,wwf.3,0x2DF3A,107,0.821760,98981858585454FFFFFFFFFFFFFFFFFF,True,4556,20C
0x12EAAC,1239724,wwf.3,0x2EAAC,168,1.290240,98981858585454FFFFFFFFFFFFFFFFFF,True,4568,20F
0x12FBA8,1244072,wwf.3,0x2FBA8,94,0.721920,98981858585454FFFFFFFFFFFFFFFFFF,True,4636 4640,220 221
0x13050C,1246476,wwf.3,0x3050C,156,1.198080,98981858585454FFFFFFFFFFFFFFFFFF,True,4576,211
0x1314DE,1250526,wwf.3,0x314DE,296,2.273280,96961656565252FFFFFFFFFFFFFFFFFF,False,,
0x132C88,1256584,wwf.3,0x32C88,117,0.898560,98981858585454FFFFFFFFFFFFFFFFFF,True,4548 4552,20A 20B
0x13390E,1259790,wwf.3,0x3390E,85,0.652800,98981858585454FFFFFFFFFFFFFFFFFF,True,4708,232
0x1340E0,1261792,wwf.3,0x340E0,117,0.898560,98981858585454FFFFFFFFFFFFFFFFFF,True,4612,21A
0x134B6C,1264492,wwf.3,0x34B6C,125,0.960000,96961656565252FFFFFFFFFFFFFFFFFF,True,524,050
0x13577E,1267582,wwf.3,0x3577E,63,0.483840,98981858585454FFFFFFFFFFFFFFFFFF,True,5008,269
0x135E5E,1269342,wwf.3,0x35E5E,77,0.591360,98981858585454FFFFFFFFFFFFFFFFFF,True,5064,277
0x13659C,1271196,wwf.3,0x3659C,109,0.837120,98981858585454FFFFFFFFFFFFFFFFFF,True,5024,26D
0x13700A,1273866,wwf.3,0x3700A,104,0.798720,98981858585454FFFFFFFFFFFFFFFFFF,True,5040,271
0x137B94,1276820,wwf.3,0x37B94,66,0.506880,98981858585454FFFFFFFFFFFFFFFFFF,True,5104,281
0x1382A4,1278628,wwf.3,0x382A4,151,1.159680,98981858585454FFFFFFFFFFFFFFFFFF,True,5092,27E
0x139040,1282112,wwf.3,0x39040,90,0.691200,98981858585454FFFFFFFFFFFFFFFFFF,True,5104,281
0x139830,1284144,wwf.3,0x39830,284,2.181120,98981858585454FFFFFFFFFFFFFFFFFF,True,5100,280
0x13B158,1290584,wwf.3,0x3B158,106,0.814080,98981858585454FFFFFFFFFFFFFFFFFF,True,5032,26F
0x13BCC4,1293508,wwf.3,0x3BCC4,202,1.551360,94941414145454545450505050FFFFFF,True,1244 1256,09D 0A0
0x13D1F2,1298930,wwf.3,0x3D1F2,206,1.582080,94941414145454545450505050FFFFFF,True,1252,09F
0x13EC60,1305696,wwf.3,0x3EC60,176,1.351680,909010101050504C4C4C4C4C4CFFFFFF,True,1516,0C4
0x1413F8,1315832,wwf.3,0x413F8,129,0.990720,9A9A1A16165656FFFFFFFFFFFFFFFFFF,True,584,287
0x142084,1319044,wwf.3,0x42084,432,3.317760,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x14935C,1348444,wwf.3,0x4935C,599,4.600320,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x153BEE,1391598,wwf.3,0x53BEE,1735,13.324800,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x171F1C,1515292,wwf.3,0x71F1C,217,1.666560,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x175A24,1530404,wwf.3,0x75A24,137,1.052160,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x178056,1540182,wwf.3,0x78056,217,1.666560,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x17BEEE,1556206,wwf.3,0x7BEEE,55,0.422400,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x17D066,1560678,wwf.3,0x7D066,135,1.036800,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,True,248,022 0CC
0x17F4C4,1569988,wwf.3,0x7F4C4,310,2.380800,98981858585454FFFFFFFFFFFFFFFFFF,True,2564,1FC
0x18101A,1576986,wwf.3,0x8101A,56,0.430080,9494145454545450505050FFFFFFFFFF,True,220,01B 034
0x1818EC,1579244,wwf.3,0x818EC,456,3.502080,98981858585454FFFFFFFFFFFFFFFFFF,True,2576,1FE
0x184336,1590070,wwf.3,0x84336,272,2.088960,98981814145454FFFFFFFFFFFFFFFFFF,True,6144,1F9
0x18642E,1598510,wwf.3,0x8642E,90,0.691200,98981814145454FFFFFFFFFFFFFFFFFF,True,6156,1DC
0x186D6C,1600876,wwf.3,0x86D6C,139,1.067520,98981814145454FFFFFFFFFFFFFFFFFF,True,6168,1DD
0x187D7E,1604990,wwf.3,0x87D7E,143,1.098240,98981814145454FFFFFFFFFFFFFFFFFF,True,6176,1DF
0x188E40,1609280,wwf.3,0x88E40,115,0.883200,98981814145454FFFFFFFFFFFFFFFFFF,True,6192,1E1
0x189B16,1612566,wwf.3,0x89B16,130,0.998400,98981814145454FFFFFFFFFFFFFFFFFF,True,6196,1E2
0x18AB44,1616708,wwf.3,0x8AB44,124,0.952320,98981814145454FFFFFFFFFFFFFFFFFF,True,6224,2BA
0x18B98C,1620364,wwf.3,0x8B98C,103,0.791040,98981814145454FFFFFFFFFFFFFFFFFF,True,6276,2C7
0x18C3B8,1622968,wwf.3,0x8C3B8,108,0.829440,98981814145454FFFFFFFFFFFFFFFFFF,True,6280,2C8
0x18CFFE,1626110,wwf.3,0x8CFFE,125,0.960000,98981814145454FFFFFFFFFFFFFFFFFF,True,6292,2CB
0x18DD3E,1629502,wwf.3,0x8DD3E,102,0.783360,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x18E8DA,1632474,wwf.3,0x8E8DA,108,0.829440,98981814145454FFFFFFFFFFFFFFFFFF,True,6324,2D3
0x18F4A8,1635496,wwf.3,0x8F4A8,101,0.775680,98981814145454FFFFFFFFFFFFFFFFFF,True,6328,2D4
0x1900AC,1638572,wwf.3,0x900AC,333,2.557440,98981814145454FFFFFFFFFFFFFFFFFF,True,6348 6352,2D9 2DA
0x19280A,1648650,wwf.3,0x9280A,157,1.205760,98981814145454FFFFFFFFFFFFFFFFFF,True,6352,2DA
0x193BA4,1653668,wwf.3,0x93BA4,165,1.267200,98981814145454FFFFFFFFFFFFFFFFFF,True,6360,2DC
0x194F56,1658710,wwf.3,0x94F56,111,0.852480,98981814145454FFFFFFFFFFFFFFFFFF,True,6368,1D2
0x195ACA,1661642,wwf.3,0x95ACA,126,0.967680,98981814145454FFFFFFFFFFFFFFFFFF,True,6380,1D9
0x19696E,1665390,wwf.3,0x9696E,140,1.075200,98981814145454FFFFFFFFFFFFFFFFFF,True,6396,1E9
0x19772C,1668908,wwf.3,0x9772C,91,0.698880,98981814145454FFFFFFFFFFFFFFFFFF,True,6404,1EB
0x1980B6,1671350,wwf.3,0x980B6,157,1.205760,98981814145454FFFFFFFFFFFFFFFFFF,True,6408,1EC
0x1991C0,1675712,wwf.3,0x991C0,154,1.182720,98981814145454FFFFFFFFFFFFFFFFFF,True,6424,2E1
0x19A284,1680004,wwf.3,0x9A284,213,1.635840,98981814145454FFFFFFFFFFFFFFFFFF,True,6428,2E2
0x19BB4C,1686348,wwf.3,0x9BB4C,137,1.052160,98981814145454FFFFFFFFFFFFFFFFFF,True,6436,1D6
0x19CA00,1690112,wwf.3,0x9CA00,121,0.929280,98981814145454FFFFFFFFFFFFFFFFFF,True,6440,2E4
0x19D8BA,1693882,wwf.3,0x9D8BA,121,0.929280,98981814145454FFFFFFFFFFFFFFFFFF,True,6448,1D5
0x19E634,1697332,wwf.3,0x9E634,127,0.975360,98981814145454FFFFFFFFFFFFFFFFFF,True,6452,2E5
0x19F2CC,1700556,wwf.3,0x9F2CC,134,1.029120,98981814145454FFFFFFFFFFFFFFFFFF,True,6464,1D3
0x1A0074,1704052,wwf.3,0xA0074,147,1.128960,98981814145454FFFFFFFFFFFFFFFFFF,True,6468,1D4
0x1A11BE,1708478,wwf.3,0xA11BE,113,0.867840,98981814145454FFFFFFFFFFFFFFFFFF,True,6472,2E8
0x1A1D5E,1711454,wwf.3,0xA1D5E,124,0.952320,98981814145454FFFFFFFFFFFFFFFFFF,True,6488,2E9
0x1A2A62,1714786,wwf.3,0xA2A62,250,1.920000,98981814145454FFFFFFFFFFFFFFFFFF,True,6492,2EA
0x1A4956,1722710,wwf.3,0xA4956,126,0.967680,98981814145454FFFFFFFFFFFFFFFFFF,True,6504,1E8
0x1A557C,1725820,wwf.3,0xA557C,175,1.344000,98981814145454FFFFFFFFFFFFFFFFFF,True,6512,2EC
0x1A65E8,1730024,wwf.3,0xA65E8,129,0.990720,98981814145454FFFFFFFFFFFFFFFFFF,True,6552,2F4
0x1A748A,1733770,wwf.3,0xA748A,178,1.367040,98981814145454FFFFFFFFFFFFFFFFFF,True,6564,1F0
0x1A8920,1739040,wwf.3,0xA8920,115,0.883200,98981814145454FFFFFFFFFFFFFFFFFF,True,6588,1F3
0x1A954A,1742154,wwf.3,0xA954A,231,1.774080,98981814145454FFFFFFFFFFFFFFFFFF,True,6592,2F8
0x1AAEA2,1748642,wwf.3,0xAAEA2,158,1.213440,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x1ABB00,1751808,wwf.3,0xABB00,159,1.221120,98981814145454FFFFFFFFFFFFFFFFFF,True,6608,2F9
0x1ACA8E,1755790,wwf.3,0xACA8E,94,0.721920,98981814145454FFFFFFFFFFFFFFFFFF,True,6612,2FA
0x1AD418,1758232,wwf.3,0xAD418,284,2.181120,98981814145454FFFFFFFFFFFFFFFFFF,True,6628,2FE
0x1AF18A,1765770,wwf.3,0xAF18A,378,2.903040,98981814145454FFFFFFFFFFFFFFFFFF,True,6636,300
0x1B1D3C,1776956,wwf.3,0xB1D3C,207,1.589760,98981814145454FFFFFFFFFFFFFFFFFF,True,6640,301
0x1B31F8,1782264,wwf.3,0xB31F8,46,0.353280,949414141410105050FFFFFFFFFFFFFF,False,,
0x1B3A1E,1784350,wwf.3,0xB3A1E,70,0.537600,949414141410105050FFFFFFFFFFFFFF,False,,
0x1B476E,1787758,wwf.3,0xB476E,100,0.768000,96961656565252FFFFFFFFFFFFFFFFFF,True,252 256 276,023 024 029
0x1B5118,1790232,wwf.3,0xB5118,810,6.220800,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x1BA7CC,1812428,wwf.3,0xBA7CC,213,1.635840,9494145454545450505050FFFFFFFFFF,True,328,0B1
0x1BBBB0,1817520,wwf.3,0xBBBB0,76,0.583680,96961656565252FFFFFFFFFFFFFFFFFF,False,,
0x1BC250,1819216,wwf.3,0xBC250,224,1.720320,96961656565252FFFFFFFFFFFFFFFFFF,True,768,05A
0x1BD250,1823312,wwf.3,0xBD250,95,0.729600,98981858585454FFFFFFFFFFFFFFFFFF,True,644,061
0x1BDADC,1825500,wwf.3,0xBDADC,315,2.419200,98981858585454FFFFFFFFFFFFFFFFFF,True,648,062
0x1BF2F4,1831668,wwf.3,0xBF2F4,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x1C0BA8,1837992,wwf.3,0xC0BA8,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x1C278E,1845134,wwf.3,0xC278E,480,3.686400,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x1C9B24,1874724,wwf.3,0xC9B24,337,2.588160,949414141454545050FFFFFFFFFFFFFF,True,1180,0CE
0x1CCBE8,1887208,wwf.3,0xCCBE8,146,1.121280,909010101050504C4C4C4C4C4CFFFFFF,True,1208,0D2
0x1CE6CE,1894094,wwf.3,0xCE6CE,172,1.320960,909010101050504C4C4C4C4C4CFFFFFF,True,260,025 037
0x1D051C,1901852,wwf.3,0xD051C,73,0.560640,98981858585454FFFFFFFFFFFFFFFFFF,True,3580,159
0x1D0BDE,1903582,wwf.3,0xD0BDE,204,1.566720,98981858585454FFFFFFFFFFFFFFFFFF,True,3136,0F0
0x1D1FE6,1908710,wwf.3,0xD1FE6,294,2.257920,98981858585454FFFFFFFFFFFFFFFFFF,True,3916,1AA
0x1D3B38,1915704,wwf.3,0xD3B38,132,1.013760,98981858585454FFFFFFFFFFFFFFFFFF,True,3252 3280,10D 16A
0x1D47B6,1918902,wwf.3,0xD47B6,115,0.883200,98981858585454FFFFFFFFFFFFFFFFFF,True,3248 3284,10C 16B
0x1D527E,1921662,wwf.3,0xD527E,152,1.167360,98981858585454FFFFFFFFFFFFFFFFFF,True,3884,1A2
0x1D60E8,1925352,wwf.3,0xD60E8,303,2.327040,98981858585454FFFFFFFFFFFFFFFFFF,True,4000,192
0x1D7BFE,1932286,wwf.3,0xD7BFE,321,2.465280,98981858585454FFFFFFFFFFFFFFFFFF,True,3360,129
0x1D98EC,1939692,wwf.3,0xD98EC,102,0.783360,98981858585454FFFFFFFFFFFFFFFFFF,True,3932,1AE
0x1DA22C,1942060,wwf.3,0xDA22C,593,4.554240,98981858585454FFFFFFFFFFFFFFFFFF,True,3072,0E0
0x1DD446,1954886,wwf.3,0xDD446,323,2.480640,98981858585454FFFFFFFFFFFFFFFFFF,True,3980,1BA
0x1DF240,1962560,wwf.3,0xDF240,131,1.006080,98981858585454FFFFFFFFFFFFFFFFFF,True,3364,14F
0x1DFDDC,1965532,wwf.3,0xDFDDC,294,2.257920,98981858585454FFFFFFFFFFFFFFFFFF,True,3312,157
0x1E180E,1972238,wwf.3,0xE180E,219,1.681920,98981858585454FFFFFFFFFFFFFFFFFF,True,3540,154
0x1E2BF4,1977332,wwf.3,0xE2BF4,122,0.936960,98981858585454FFFFFFFFFFFFFFFFFF,True,3328,13E
0x1E3678,1980024,wwf.3,0xE3678,225,1.728000,98981858585454FFFFFFFFFFFFFFFFFF,True,3624,164
0x1E4A6A,1985130,wwf.3,0xE4A6A,113,0.867840,98981858585454FFFFFFFFFFFFFFFFFF,True,3420 3452,113 11B
0x1E5478,1987704,wwf.3,0xE5478,180,1.382400,98981858585454FFFFFFFFFFFFFFFFFF,True,3424 3456 3488 3652,114 11C 124 12E
0x1E64C0,1991872,wwf.3,0xE64C0,153,1.175040,98981858585454FFFFFFFFFFFFFFFFFF,True,3440 3472,118 120
0x1E7376,1995638,wwf.3,0xE7376,249,1.912320,98981858585454FFFFFFFFFFFFFFFFFF,True,3124,0ED
0x1E894A,2001226,wwf.3,0xE894A,217,1.666560,98981858585454FFFFFFFFFFFFFFFFFF,True,3612,161
0x1E9C86,2006150,wwf.3,0xE9C86,229,1.758720,98981858585454FFFFFFFFFFFFFFFFFF,True,3320,149
0x1EB110,2011408,wwf.3,0xEB110,255,1.958400,98981858585454FFFFFFFFFFFFFFFFFF,True,3392 3396,145 147
0x1ECBF2,2018290,wwf.3,0xECBF2,71,0.545280,98981858585454FFFFFFFFFFFFFFFFFF,True,3780,188
0x1ED310,2020112,wwf.3,0xED310,100,0.768000,98981858585454FFFFFFFFFFFFFFFFFF,True,3592,15C
0x1EDBE6,2022374,wwf.3,0xEDBE6,209,1.605120,98981858585454FFFFFFFFFFFFFFFFFF,True,3756,182
0x1EED24,2026788,wwf.3,0xEED24,151,1.159680,98981858585454FFFFFFFFFFFFFFFFFF,True,3924,1AC
0x1EFA4C,2030156,wwf.3,0xEFA4C,190,1.459200,98981858585454FFFFFFFFFFFFFFFFFF,True,3984,1BB
0x1F0C50,2034768,wwf.3,0xF0C50,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,3148,0F3
0x1F1336,2036534,wwf.3,0xF1336,120,0.921600,98981858585454FFFFFFFFFFFFFFFFFF,True,3600,15E
0x1F1DD6,2039254,wwf.3,0xF1DD6,139,1.067520,98981858585454FFFFFFFFFFFFFFFFFF,True,3316,148
0x1F29F2,2042354,wwf.3,0xF29F2,126,0.967680,98981858585454FFFFFFFFFFFFFFFFFF,True,3768,185
0x1F3524,2045220,wwf.3,0xF3524,191,1.466880,98981858585454FFFFFFFFFFFFFFFFFF,True,3308,158
0x1F458A,2049418,wwf.3,0xF458A,414,3.179520,98981858585454FFFFFFFFFFFFFFFFFF,True,3996,191
0x1F6B48,2059080,wwf.3,0xF6B48,110,0.844800,98981858585454FFFFFFFFFFFFFFFFFF,True,3432 3464 3496 3660,116 11E 126 130
0x1F7464,2061412,wwf.3,0xF7464,130,0.998400,98981858585454FFFFFFFFFFFFFFFFFF,True,3480 3644,122 12C
0x1F7EAC,2064044,wwf.3,0xF7EAC,139,1.067520,98981858585454FFFFFFFFFFFFFFFFFF,True,3504 3668,128 132
0x1F8B88,2067336,wwf.3,0xF8B88,157,1.205760,98981858585454FFFFFFFFFFFFFFFFFF,True,3792,18B
0x1F98FC,2070780,wwf.3,0xF98FC,199,1.528320,98981858585454FFFFFFFFFFFFFFFFFF,True,3372 3376,150 151
0x1FAB0A,2075402,wwf.3,0xFAB0A,65,0.499200,98981858585454FFFFFFFFFFFFFFFFFF,True,3220,105
0x1FB1AE,2077102,wwf.3,0xFB1AE,298,2.288640,909010101050504C4C4C4C4C4CFFFFFF,True,1476,0BD
0x20000E,2097166,wwf.4,0x0000E,129,0.990720,98981858585454FFFFFFFFFFFFFFFFFF,True,904 908,042 067 068
0x2009F8,2099704,wwf.4,0x009F8,117,0.898560,901010101010100C0C0C0C4C4CFFFFFF,True,1236,041 0AB
0x202D3C,2108732,wwf.4,0x02D3C,246,1.889280,98981858585454FFFFFFFFFFFFFFFFFF,True,936,06F
0x204204,2114052,wwf.4,0x04204,350,2.688000,98981858585454FFFFFFFFFFFFFFFFFF,True,900,066
0x205726,2119462,wwf.4,0x05726,1369,10.513920,92921212120E0E4E4EFFFFFFFFFFFFFF,False,,
0x2140E0,2179296,wwf.4,0x140E0,739,5.675520,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x218FFE,2199550,wwf.4,0x18FFE,117,0.898560,98981858585454FFFFFFFFFFFFFFFFFF,True,4868,247
0x219952,2201938,wwf.4,0x19952,111,0.852480,98981858585454FFFFFFFFFFFFFFFFFF,True,4872,248
0x21A316,2204438,wwf.4,0x1A316,129,0.990720,98981858585454FFFFFFFFFFFFFFFFFF,True,4988,265
0x21B1C0,2208192,wwf.4,0x1B1C0,76,0.583680,98981858585454FFFFFFFFFFFFFFFFFF,True,4884,24B
0x21B96E,2210158,wwf.4,0x1B96E,145,1.113600,98981858585454FFFFFFFFFFFFFFFFFF,True,4804,237
0x21C41C,2212892,wwf.4,0x1C41C,72,0.552960,98981858585454FFFFFFFFFFFFFFFFFF,True,4820,23B
0x21CA28,2214440,wwf.4,0x1CA28,117,0.898560,98981858585454FFFFFFFFFFFFFFFFFF,True,4972,261
0x21D68E,2217614,wwf.4,0x1D68E,81,0.622080,98981858585454FFFFFFFFFFFFFFFFFF,True,4832,23E
0x21DD88,2219400,wwf.4,0x1DD88,71,0.545280,98981858585454FFFFFFFFFFFFFFFFFF,True,4836,23F
